img_name,p,r,f1,f2,ap_50,ap_50_95,conf,pred_cls,target_cls
/Data4/student_zhihan_data/data/GC10-DET_brightness_-30/test/images/img_06_425237000_00672_jpg.rf.2687f2ceca231f75cd7c2861880fb178.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          2]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-30/test/images/img_07_3403335100_01063_jpg.rf.cde40191535d27746c7383bdca4ef3c9.jpg,[          1],[          1],[          1],[          1],0.995,0.2985,[    0.46752     0.35323     0.28236],[          7           6           9],[          9]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-30/test/images/img_06_3436814000_00681_jpg.rf.a4fd6ee098dc2e1fbf579cf253277cbb.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          7]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_08_425637800_00890_jpg.rf.4e3226a45f7bf69e58918d8952b79b6b.jpg,[          1     0.63321],[          1           1],[          1     0.77542],[          1     0.89618],0.995,0.597,[    0.72626     0.43653     0.36817     0.31373],[          1           9           9           6],[          1           9]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_03_424992500_00388_jpg.rf.ec28701153afa1dd22f46920ffb9297f.jpg,[          1],[          1],[          1],[          1],0.995,0.398,[    0.52302],[          8],[          8]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_03_425503100_00066_jpg.rf.c80d682dcb624742ec4e67f3dfc73544.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[    0.56593     0.37973],[          5           3],[          2]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_01_425008500_00677_jpg.rf.85e0f1a63299479dd07b5c5314f7beca.jpg,[          1],[          1],[          1],[          1],0.995,0.796,[    0.51238],[          8],[          8]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_05_425608200_00814_jpg.rf.51da696c5976e986c5c492e99d2dd638.jpg,[          0           0],[          0           0],[          0           0],[          0           0],0.0,0.0,[],[],[          1           9]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_01_425005700_00442_jpg.rf.ef12f267a48c4fae4160ff0ff6c1cd07.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_02_3436789500_00005_jpg.rf.85f310f1107d6db92898a8766345b99e.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[    0.25555],[          3],[          0           0]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_03_4401440300_00347_jpg.rf.ff9406713a4ed5507b002d4ce5f72e52.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          8           8           8]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_06_425614600_00411_jpg.rf.0ca4276f5b7c9adc24a31de9d096a32b.jpg,[          1],[          1],[          1],[          1],0.995,0.199,[    0.36454],[          7],[          7]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_07_4404374100_01265_jpg.rf.7c0ea7dc6275568c84f63ffd923f5c66.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          7]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_08_425007500_01452_jpg.rf.a6354954b51ef244ccef3d9462ffe717.jpg,[          0         0.5],[          0           1],[          0     0.66667],[          0     0.83333],0.4975,0.2736249999999999,[    0.35614     0.33676],[          9           9],[          1           9]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_01_425502900_00018_jpg.rf.993eb5cbb2f35e662145c2aa415d9879.jpg,[          1],[          1],[          1],[          1],0.995,0.6965,[    0.46893     0.40864],[          3           1],[          1]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_08_425508200_00024_jpg.rf.e7b2ff05772bc1c560893f689919a53b.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          2           2]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_08_4406743300_00468_jpg.rf.3298d91af6c8c83868684ff0feb87c36.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[    0.36441],[          8],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_07_4406645900_00730_jpg.rf.68f3b77d92761bf22a8e39c9837cbacd.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_03_4403715000_00003_jpg.rf.8fd599665109faa6025da5f5d7de01b0.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          5]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_08_425391700_00089_jpg.rf.c8fe702a294d891b9cb8143305d79e74.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          3]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_02_3436813700_00788_jpg.rf.33ac3428ca0da097f8ec6f666d2caf28.jpg,[    0.83574],[          1],[    0.91052],[    0.96218],0.995,0.4974999999999999,[    0.55421     0.39986     0.32588],[          8           8           3],[          8]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_08_425391700_00198_jpg.rf.79baed4ea8e426615cf676e94acf6292.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          3           3]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_08_425637500_00653_jpg.rf.269078f5716d0f1c7eb7259f891ec266.jpg,[          1         0.5],[          1           1],[          1     0.66667],[          1     0.83333],0.995,0.398,[    0.36605     0.28025     0.26993],[          9           1           9],[          1           9]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_05_425505500_00053_jpg.rf.bcd8bcf9d6074b0fab4f2b095510420f.jpg,[          1         0.5],[          1           1],[          1     0.66667],[          1     0.83333],0.995,0.6965,[    0.88348      0.3412      0.3208],[          1           9           9],[          1           9]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_03_425391000_00491_jpg.rf.f28eeb3c2ee29652d34f681582fdf627.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          3]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_06_3403398500_01173_jpg.rf.3de8052bffb9ec5bcee37699641630ec.jpg,[          1],[          1],[          1],[          1],0.995,0.4974999999999999,[    0.47156],[          4],[          4]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_07_4404893900_00568_jpg.rf.791dce27a30eb631f2acb54d52681b5c.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          9]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_06_4406562900_00002_jpg.rf.bda7ab14f0be7131f2b4d3a02af2c1df.jpg,[          0           0           0           0],[          0           0           0           0],[          0           0           0           0],[          0           0           0           0],0.0,0.0,[],[],[          4           1           8           9]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_01_425005700_00406_jpg.rf.3d18020876f46e3b235c9c2b79c7c0a6.jpg,[          1],[          1],[          1],[          1],0.995,0.4974999999999999,[    0.31076],[          6],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_06_4406645900_00001_jpg.rf.fef25d6e5e72505390955126bb6c5844.jpg,[    0.51631           1],[          1           1],[    0.68101           1],[     0.8422           1],0.995,0.44775,[    0.46847     0.35364     0.29773     0.29628],[          4           9           4           4],[          9           4]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_03_424992300_00206_jpg.rf.db57f94ddc87cd8c8d31d86134bfe8b5.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[    0.34509],[          8],[          8]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_03_SIS001540_00786_jpg.rf.9639d974e6cd04fcfbe0ca3a847c2c23.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          8]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_03_425644600_00006_jpg.rf.feb60eafb5ebdef584a26d874345da58.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          2]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_03_424992300_00514_jpg.rf.b1eee4d04fd6d8ce8f6ad7cac1a91c98.jpg,[          0           1],[          0           1],[          0           1],[          0           1],0.4975,0.34825,[    0.36387],[          8],[          8           6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_01_425008500_00104_jpg.rf.32e3c393304c5bd5dd58d6f5c54b11b2.jpg,[          1],[          1],[          1],[          1],0.995,0.398,[    0.71284],[          8],[          8]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_07_424714400_00009_jpg.rf.b093d048d4dd9a68725899c42f343812.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[    0.30745],[          6],[          6           6           6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_03_3403396800_01005_jpg.rf.089e7bcff1fe4ca0a5efcbb8ba1d31a3.jpg,[          1],[          1],[          1],[          1],0.995,0.2985,[    0.46804     0.33755],[          4           7],[          4]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_01_425614600_00001_jpg.rf.d08146824f2f274a835da26023733959.jpg,[          1],[          1],[          1],[          1],0.995,0.6965,[    0.33331],[          9],[          9]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_02_436164300_01201_jpg.rf.85573a21edbf1fa649474a2d02b1f985.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          9]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_02_3436813700_00329_jpg.rf.6b0f3214e509051d3f663785b72f9977.jpg,[    0.91676],[          1],[    0.95657],[    0.98216],0.995,0.4974999999999999,[    0.77199     0.47004],[          8           8],[          8]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_03_436165200_00707_jpg.rf.c381097c20f217474d6a7055b68e42b5.jpg,[          1           0],[          1           0],[          1           0],[          1           0],0.4975,0.2985,[     0.4181],[          4],[          9           4]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_06_436164700_01556_jpg.rf.f334be6da007856c550eea2733e6ddfb.jpg,[        0.5],[          1],[    0.66667],[    0.83333],0.995,0.597,[    0.32982     0.32732],[          7           7],[          7]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_07_4406645900_00618_jpg.rf.4728af3455c5277eb1fddbd3836acad8.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_01_425243300_00542_jpg.rf.14bf99bd3ac913df040788581e0c88dc.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_07_4406645900_00539_jpg.rf.5326b38415f2224b33d1177da2f08acc.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_06_3403391400_01266_jpg.rf.80af5beb629c06713ab61361167a5fb1.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          4]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_05_4406645900_00121_jpg.rf.1436f27643598a147db9887106c187f6.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_06_4406645900_00492_jpg.rf.e7263b2fc93e67e0e539b5c351794ac4.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_08_425508200_00364_jpg.rf.b7359501e11684697ea0179ee2d73c6a.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          2           2           2           2           2]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_06_425505000_00050_jpg.rf.8dd309fffb6d54f06ca08a323ff8d674.jpg,[          1     0.38356],[          1           1],[          1     0.55445],[          1     0.75675],0.995,0.398,[    0.51643     0.39187     0.34581     0.33607     0.25364],[          9           9           4           7           9],[          4           9]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_03_436153300_01008_jpg.rf.f63e360cafbe1d3c24a7003bf62e611c.jpg,[          1     0.67771],[          1           1],[          1      0.8079],[          1     0.91315],0.995,0.44775,[    0.37374     0.35288     0.26291],[          9           4           9],[          9           4]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_01_425241400_00039_jpg.rf.b8d9feafc1b8dd39b237b1fbe2f64c01.jpg,[          1],[          1],[          1],[          1],0.995,0.199,[    0.54854],[          8],[          8]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_08_425508200_00033_jpg.rf.5fce67dd739986f4e810a69a3dbdd898.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          2           2           2]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_08_425391700_00189_jpg.rf.1a13221d07f68c02a79b1ad4271531b6.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          3]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_04_4406645900_00543_jpg.rf.ed669612518b5fdf164ffecd32e9ee20.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_06_425614600_00421_jpg.rf.2515be4bc918194d52817f85a91b1d76.jpg,[          1],[          1],[          1],[          1],0.995,0.199,[    0.61657],[          7],[          7]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_06_425502300_01407_jpg.rf.373e002d051b7dffab2253e6395233ff.jpg,[          1],[        0.5],[    0.66667],[    0.55556],0.75,0.2278039999999999,[    0.55634     0.35855     0.26618],[          3           3           3],[          3           3           3           3           3           3]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_04_425622400_00001_jpg.rf.1569615634dbd1da5eb39c062886d1b1.jpg,[          1           0],[          1           0],[          1           0],[          1           0],0.4975,0.398,[    0.56347],[          1],[          1           9]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_02_425503500_00017_jpg.rf.0e8d663c52ed2c69d593baf76af5b85a.jpg,[          1           0],[          1           0],[          1           0],[          1           0],0.4975,0.2487499999999999,[    0.31321],[          4],[          9           4]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_02_425502300_00338_jpg.rf.e2b675b66d9467a731b1a879826eb4ab.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[     0.3022     0.26252],[          5           5],[          2]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_07_4402719500_00001_jpg.rf.22f073984ae35b05d1552fc55e648838.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          7]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_03_425613800_00026_jpg.rf.9431cf66cf71bdcc8d00f4aa1397fc09.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[    0.30096],[          9],[          0]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_08_425640100_00874_jpg.rf.60e0b0bf22233173d446c821485769f3.jpg,[          1           0],[          1           0],[          1           0],[          1           0],0.4975,0.2487499999999999,[    0.35288],[          1],[          9           1]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_01_425007600_00673_jpg.rf.9829fb414e6d963f8995480d2ab499b5.jpg,[          0           0],[          0           0],[          0           0],[          0           0],0.0,0.0,[],[],[          8           6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_01_425006600_00376_jpg.rf.72cd03df7d5dbe716a362ba631a7be7a.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          8]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_01_425005700_00377_jpg.rf.ad0227dd72c803e70f00c59f54aedf0a.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[    0.45886      0.3105],[          6           3],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_03_4404580600_00513_jpg.rf.13a229dfa7704d8aca630e341f2eee89.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[    0.39729     0.33629     0.32386],[          6           6           6],[          6           6           6           6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_06_3436814000_00009_jpg.rf.def8ad57e2e2e27a4cc7872751aa9b60.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[    0.53946     0.31573],[          7           7],[          7]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_03_SIS001540_00771_jpg.rf.c05779ebea02d856e4cd5a0abb7c888d.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          8]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_02_425392300_00834_jpg.rf.0b128393fbd7d86c43aac9827542b5a8.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          2           2]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_03_425622700_00002_jpg.rf.32ac3443018ededf38865b2563278ed9.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[    0.46826],[          3],[          5]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_06_425502300_01397_jpg.rf.a60eabd84ddcc5a78530397551fb1962.jpg,[          1],[          1],[          1],[          1],0.995,0.6965,[     0.5949     0.51449],[          3           3],[          3           3]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_04_425380400_00732_jpg.rf.2724305c2310ce939118e9722a75a6a9.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_08_425639900_00613_jpg.rf.447c5c60c1227cd51220d96abf9cf5dc.jpg,[          0           0],[          0           0],[          0           0],[          0           0],0.0,0.0,[],[],[          2           6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_03_425391800_00255_jpg.rf.97a06641064fcb5c4dfd11719bd13b31.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          2]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_07_4406645900_00559_jpg.rf.03067aded65780c0d73f5e141c82a6d5.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_04_425501800_00017_jpg.rf.812d82b38c0ed09113d87b40c7a5f262.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[    0.28902],[          9],[          1]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_07_435974600_00213_jpg.rf.0a01558b2ae421b20d1e9dc2d2a9ec13.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          3]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_01_425005700_00490_jpg.rf.427c92061ff932c557f54e00eba8331c.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_01_425008000_00037_jpg.rf.19c58306deeb9c7995251dd4a6fad689.jpg,[          0           1],[          0           1],[          0           1],[          0           1],0.4975,0.398,[    0.59086],[          8],[          8           6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_06_4406743300_00094_jpg.rf.4de6f9fd4829253babeab689f1c2cd87.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_03_425390700_00020_jpg.rf.f94b71ea26f422f480424cb40c4a4c22.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          5           5]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_07_3436814000_00009_jpg.rf.3792cfc19eff0bddbb07888c1d7c4003.jpg,[          1],[          1],[          1],[          1],0.995,0.398,[    0.55781],[          7],[          7]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_06_425502300_01402_jpg.rf.89482ff308039ff5c49e702b1dee3065.jpg,[          1],[        0.8],[    0.88889],[    0.83333],0.8999999999999999,0.3365,[    0.78277     0.77226     0.77224     0.69296],[          3           3           3           3],[          3           3           3           3           3]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_04_4402831800_01217_jpg.rf.3885a1149dce7ce8db0314a6cd9dc83d.jpg,[          1],[          1],[          1],[          1],0.995,0.199,[    0.53369],[          9],[          9]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_03_425501800_01220_jpg.rf.113f0d789ceb8e5b634869258e492361.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          2           2]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_01_425383400_01036_jpg.rf.cf5334663cc46ce2c0d79d4dc8621f07.jpg,[          0           1],[          0           1],[          0           1],[          0           1],0.4975,0.2985,[    0.31069     0.28915],[          7           9],[          9           1]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_01_425008000_00002_jpg.rf.cf4a202b39d361e12b0956129f08c2c7.jpg,[          1],[          1],[          1],[          1],0.995,0.796,[    0.64638],[          8],[          8]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_02_3436788500_00879_jpg.rf.d82d1a030f2f2645b5fa35b6bb4f9b84.jpg,[          1           1],[          1           1],[          1           1],[          1           1],0.995,0.6467499999999999,[    0.65545     0.60125],[          9           1],[          1           9]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_07_4406645900_00850_jpg.rf.83dfa6cef754c57bafb93c18990008a1.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_02_425507200_01513_jpg.rf.2f96a24a72e35071d0aa3f756150b84c.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          3           3           3           3]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_06_425237000_00670_jpg.rf.dda82ee1b4bf2438519eb8bc5c19c7ac.jpg,[          0           0],[          0           0],[          0           0],[          0           0],0.0,0.0,[],[],[          2           8]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_08_425382400_00001_jpg.rf.1e40bf6e954bf658573f06a23293faed.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[     0.5619     0.34057],[          1           6],[          9]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_02_3436813700_00335_jpg.rf.a7bc0aa20aa1d0ecb40a94bec8d799f1.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[    0.77433],[          8],[          8]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_04_436165600_00004_jpg.rf.fc44fddcc1d6d22c1c7f5f445ab038d8.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[    0.26595],[          6],[          9]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_04_425637500_00653_jpg.rf.36196537eded48062974df2ad0f82dff.jpg,[    0.91408],[          1],[    0.95511],[    0.98155],0.995,0.6467499999999999,[    0.58146     0.41772     0.28511],[          9           1           9],[          9]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_03_4402724500_01245_jpg.rf.f8462455a8fc8a32606dcdf2c415a0df.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          5           5           5]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_08_4402842500_01044_jpg.rf.0559520a625f7cbc8e8b1ca1d8cdd585.jpg,[        0.5],[          1],[    0.66667],[    0.83333],0.4975,0.34825,[    0.42958     0.30501],[          1           1],[          1]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_03_425613500_00001_jpg.rf.23fe4ca91985d975edc64398a61d1d44.jpg,[          1],[          1],[          1],[          1],0.995,0.4974999999999999,[    0.68552],[          4],[          4]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_02_4406772100_00243_jpg.rf.047681178919abd84bd1f26a71cfd387.jpg,[          1],[          1],[          1],[          1],0.995,0.2985,[    0.27413],[          8],[          8]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_07_4406645900_00740_jpg.rf.3613bbd33e41972500a658f63397f575.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_06_3403333800_00715_jpg.rf.9fb79c365a632d00f8a9f2e8442920e3.jpg,[          0           0],[          0           0],[          0           0],[          0           0],0.0,0.0,[    0.55049],[          7],[          4           9]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_08_4403744200_01175_jpg.rf.0e6bf1d95865a297c900faf9bdf3dd25.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          8]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_08_425508200_00359_jpg.rf.18297ae2807fcb5b2903ab09fd509949.jpg,[          0           0],[          0           0],[          0           0],[          0           0],0.0,0.0,[],[],[          2           2           2           2           2           6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_07_4405168700_00711_jpg.rf.44485f2119830d890be4178ead6eb577.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          3           3]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_01_425609500_00001_jpg.rf.c139c9b2bbdc6c75c237db5429e5600f.jpg,[    0.60249],[          1],[    0.75194],[    0.88343],0.995,0.4974999999999999,[    0.38112     0.31723],[          1           1],[          1]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_08_3403334300_00853_jpg.rf.2b73635a7c025e596fbcaed164bc844b.jpg,[          1           1],[          1           1],[          1           1],[          1           1],0.995,0.5472499999999999,[    0.30186      0.2754],[          6           9],[          9           6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_01_4406743300_00475_jpg.rf.cbb17b1613752d938c0b919880db6c74.jpg,[          1],[          1],[          1],[          1],0.995,0.398,[    0.32126     0.27429],[          6           3],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_02_3436813700_00321_jpg.rf.a2aa41eb9c661d396034776837f8af21.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[    0.26949],[          6],[          8]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_05_4406743300_00507_jpg.rf.edd6ef5091389130dea46c1bbcedacfa.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_02_3402616900_00001_jpg.rf.8a88102c40f5ec42f76d0cee1e2fae7d.jpg,[          0           0           1],[          0           0           1],[          0           0           1],[          0           0           1],0.3316666666666666,0.0663333333333333,[    0.30456],[          9],[          9           5           4]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_07_435974600_00220_jpg.rf.300a6f692db45696d09a026b40f4070e.jpg,[          1],[          1],[          1],[          1],0.995,0.4974999999999999,[    0.37942],[          3],[          3]
/Data4/student_zhihan_data/data/GC10-DET_brightness_-100/test/images/img_01_425005700_00201_jpg.rf.d09b4219e5333345ca9d5415045133fc.jpg,[          1],[          1],[          1],[          1],0.995,0.6965,[     0.5187],[          6],[          6]
